sample_id,group_id,annotation_id,image_path,mask_path,leaf_mask_path,image_materialization,label,labels_in_json,image_width,image_height,lesion_pixels,leaf_pixels_heuristic,lesion_fraction_image,lesion_fraction_heuristic_leaf,early_blight_pixels,late_blight_pixels,bacterial_spot_pixels,shape_count,status,split
4b3b4550-4629-4b5d-9b6a-5af474c6066e___GCREC_Bact.Sp 3850,4b3b4550-4629-4b5d-9b6a-5af474c6066e,4b3b4550-4629-4b5d-9b6a-5af474c6066e___GCREC_Bact.Sp 3850,artifacts/data/mc_unet/images/4b3b4550-4629-4b5d-9b6a-5af474c6066e___GCREC_Bact.Sp 3850.jpg,artifacts/data/mc_unet/masks/4b3b4550-4629-4b5d-9b6a-5af474c6066e___GCREC_Bact.Sp 3850.png,artifacts/data/mc_unet/leaf_masks_heuristic/4b3b4550-4629-4b5d-9b6a-5af474c6066e___GCREC_Bact.Sp 3850.png,source_jpg,bacterial_spot,Tomato_Bacterial_spot,256,256,8026,65536,0.122467041015625,0.122467041015625,0,0,8026,3,ok,train
4b3d69f0-f4c7-4d86-953f-3d4083cd6270___UF.GRC_BS_Lab Leaf 8619,4b3d69f0-f4c7-4d86-953f-3d4083cd6270,4b3d69f0-f4c7-4d86-953f-3d4083cd6270___UF.GRC_BS_Lab Leaf 8619,artifacts/data/mc_unet/images/4b3d69f0-f4c7-4d86-953f-3d4083cd6270___UF.GRC_BS_Lab Leaf 8619.jpg,artifacts/data/mc_unet/masks/4b3d69f0-f4c7-4d86-953f-3d4083cd6270___UF.GRC_BS_Lab Leaf 8619.png,artifacts/data/mc_unet/leaf_masks_heuristic/4b3d69f0-f4c7-4d86-953f-3d4083cd6270___UF.GRC_BS_Lab Leaf 8619.png,source_jpg,bacterial_spot,Tomato_Bacterial_spot,256,256,12598,65536,0.192230224609375,0.192230224609375,0,0,12598,3,ok,train
4b8821ef-8364-4a04-9549-58d58ffe0411___RS_Erly.B 7704,4b8821ef-8364-4a04-9549-58d58ffe0411,4b8821ef-8364-4a04-9549-58d58ffe0411___RS_Erly.B 7704,artifacts/data/mc_unet/images/4b8821ef-8364-4a04-9549-58d58ffe0411___RS_Erly.B 7704.jpg,artifacts/data/mc_unet/masks/4b8821ef-8364-4a04-9549-58d58ffe0411___RS_Erly.B 7704.png,artifacts/data/mc_unet/leaf_masks_heuristic/4b8821ef-8364-4a04-9549-58d58ffe0411___RS_Erly.B 7704.png,source_jpg,early_blight,Tomato_Early_blight,256,256,4822,65536,0.073577880859375,0.073577880859375,4822,0,0,1,ok,train
4c1481fd-12fa-4729-9de6-35c7fae918a5___RS_Erly.B 7430,4c1481fd-12fa-4729-9de6-35c7fae918a5,4c1481fd-12fa-4729-9de6-35c7fae918a5___RS_Erly.B 7430,artifacts/data/mc_unet/images/4c1481fd-12fa-4729-9de6-35c7fae918a5___RS_Erly.B 7430.jpg,artifacts/data/mc_unet/masks/4c1481fd-12fa-4729-9de6-35c7fae918a5___RS_Erly.B 7430.png,artifacts/data/mc_unet/leaf_masks_heuristic/4c1481fd-12fa-4729-9de6-35c7fae918a5___RS_Erly.B 7430.png,source_jpg,early_blight,Tomato_Early_blight,256,256,379,65536,0.0057830810546875,0.0057830810546875,379,0,0,4,ok,train
4c4765f3-e177-4baa-a2a3-c7784e8f6a78___GCREC_Bact.Sp 3411,4c4765f3-e177-4baa-a2a3-c7784e8f6a78,4c4765f3-e177-4baa-a2a3-c7784e8f6a78___GCREC_Bact.Sp 3411,artifacts/data/mc_unet/images/4c4765f3-e177-4baa-a2a3-c7784e8f6a78___GCREC_Bact.Sp 3411.jpg,artifacts/data/mc_unet/masks/4c4765f3-e177-4baa-a2a3-c7784e8f6a78___GCREC_Bact.Sp 3411.png,artifacts/data/mc_unet/leaf_masks_heuristic/4c4765f3-e177-4baa-a2a3-c7784e8f6a78___GCREC_Bact.Sp 3411.png,source_jpg,bacterial_spot,Tomato_Bacterial_spot,256,256,12223,65536,0.1865081787109375,0.1865081787109375,0,0,12223,3,ok,train
4c5f5a51-0ea2-477b-a0bf-e0d511f53e87___RS_Erly.B 6397,4c5f5a51-0ea2-477b-a0bf-e0d511f53e87,4c5f5a51-0ea2-477b-a0bf-e0d511f53e87___RS_Erly.B 6397,artifacts/data/mc_unet/images/4c5f5a51-0ea2-477b-a0bf-e0d511f53e87___RS_Erly.B 6397.jpg,artifacts/data/mc_unet/masks/4c5f5a51-0ea2-477b-a0bf-e0d511f53e87___RS_Erly.B 6397.png,artifacts/data/mc_unet/leaf_masks_heuristic/4c5f5a51-0ea2-477b-a0bf-e0d511f53e87___RS_Erly.B 6397.png,source_jpg,early_blight,Tomato_Early_blight,256,256,10196,65536,0.15557861328125,0.15557861328125,10196,0,0,7,ok,train
4c8f178b-1d65-40ee-bc71-b78e95d9f200___GCREC_Bact.Sp 5835,4c8f178b-1d65-40ee-bc71-b78e95d9f200,4c8f178b-1d65-40ee-bc71-b78e95d9f200___GCREC_Bact.Sp 5835,artifacts/data/mc_unet/images/4c8f178b-1d65-40ee-bc71-b78e95d9f200___GCREC_Bact.Sp 5835.jpg,artifacts/data/mc_unet/masks/4c8f178b-1d65-40ee-bc71-b78e95d9f200___GCREC_Bact.Sp 5835.png,artifacts/data/mc_unet/leaf_masks_heuristic/4c8f178b-1d65-40ee-bc71-b78e95d9f200___GCREC_Bact.Sp 5835.png,source_jpg,bacterial_spot,Tomato_Bacterial_spot,256,256,2721,65536,0.0415191650390625,0.0415191650390625,0,0,2721,1,ok,train
4cbe4896-66b5-4834-8eb7-5baf49ed2f7d___RS_Erly.B 8354,4cbe4896-66b5-4834-8eb7-5baf49ed2f7d,4cbe4896-66b5-4834-8eb7-5baf49ed2f7d___RS_Erly.B 8354,artifacts/data/mc_unet/images/4cbe4896-66b5-4834-8eb7-5baf49ed2f7d___RS_Erly.B 8354.jpg,artifacts/data/mc_unet/masks/4cbe4896-66b5-4834-8eb7-5baf49ed2f7d___RS_Erly.B 8354.png,artifacts/data/mc_unet/leaf_masks_heuristic/4cbe4896-66b5-4834-8eb7-5baf49ed2f7d___RS_Erly.B 8354.png,source_jpg,early_blight,Tomato_Early_blight,256,256,14518,65536,0.221527099609375,0.221527099609375,14518,0,0,2,ok,train
4cc672a5-b8d1-4f05-b95f-333e72fa6205___GCREC_Bact.Sp 5997,4cc672a5-b8d1-4f05-b95f-333e72fa6205,4cc672a5-b8d1-4f05-b95f-333e72fa6205___GCREC_Bact.Sp 5997,artifacts/data/mc_unet/images/4cc672a5-b8d1-4f05-b95f-333e72fa6205___GCREC_Bact.Sp 5997.jpg,artifacts/data/mc_unet/masks/4cc672a5-b8d1-4f05-b95f-333e72fa6205___GCREC_Bact.Sp 5997.png,artifacts/data/mc_unet/leaf_masks_heuristic/4cc672a5-b8d1-4f05-b95f-333e72fa6205___GCREC_Bact.Sp 5997.png,source_jpg,bacterial_spot,Tomato_Bacterial_spot,256,256,551,65536,0.0084075927734375,0.0084075927734375,0,0,551,1,ok,train
4ce52d04-06f4-4b35-af47-804fdabed996___RS_Erly.B 8254,4ce52d04-06f4-4b35-af47-804fdabed996,4ce52d04-06f4-4b35-af47-804fdabed996___RS_Erly.B 8254,artifacts/data/mc_unet/images/4ce52d04-06f4-4b35-af47-804fdabed996___RS_Erly.B 8254.jpg,artifacts/data/mc_unet/masks/4ce52d04-06f4-4b35-af47-804fdabed996___RS_Erly.B 8254.png,artifacts/data/mc_unet/leaf_masks_heuristic/4ce52d04-06f4-4b35-af47-804fdabed996___RS_Erly.B 8254.png,source_jpg,early_blight,Tomato_Early_blight,256,256,13199,65536,0.2014007568359375,0.2014007568359375,13199,0,0,10,ok,test
4ceb9395-b11a-4290-bfc4-db6afe8ad21e___UF.GRC_BS_Lab Leaf 0806,4ceb9395-b11a-4290-bfc4-db6afe8ad21e,4ceb9395-b11a-4290-bfc4-db6afe8ad21e___UF.GRC_BS_Lab Leaf 0806,artifacts/data/mc_unet/images/4ceb9395-b11a-4290-bfc4-db6afe8ad21e___UF.GRC_BS_Lab Leaf 0806.jpg,artifacts/data/mc_unet/masks/4ceb9395-b11a-4290-bfc4-db6afe8ad21e___UF.GRC_BS_Lab Leaf 0806.png,artifacts/data/mc_unet/leaf_masks_heuristic/4ceb9395-b11a-4290-bfc4-db6afe8ad21e___UF.GRC_BS_Lab Leaf 0806.png,source_jpg,bacterial_spot,Tomato_Bacterial_spot,256,256,6684,65536,0.10198974609375,0.10198974609375,0,0,6684,9,ok,train
4d02e3e4-c583-402a-adc0-b258c8a3384f___UF.GRC_BS_Lab Leaf 0287,4d02e3e4-c583-402a-adc0-b258c8a3384f,4d02e3e4-c583-402a-adc0-b258c8a3384f___UF.GRC_BS_Lab Leaf 0287,artifacts/data/mc_unet/images/4d02e3e4-c583-402a-adc0-b258c8a3384f___UF.GRC_BS_Lab Leaf 0287.jpg,artifacts/data/mc_unet/masks/4d02e3e4-c583-402a-adc0-b258c8a3384f___UF.GRC_BS_Lab Leaf 0287.png,artifacts/data/mc_unet/leaf_masks_heuristic/4d02e3e4-c583-402a-adc0-b258c8a3384f___UF.GRC_BS_Lab Leaf 0287.png,source_jpg,bacterial_spot,Tomato_Bacterial_spot,256,256,1117,65536,0.0170440673828125,0.0170440673828125,0,0,1117,5,ok,train
4d036bc9-ce94-4da8-af1b-564b2846fbf8___GCREC_Bact.Sp 5789,4d036bc9-ce94-4da8-af1b-564b2846fbf8,4d036bc9-ce94-4da8-af1b-564b2846fbf8___GCREC_Bact.Sp 5789,artifacts/data/mc_unet/images/4d036bc9-ce94-4da8-af1b-564b2846fbf8___GCREC_Bact.Sp 5789.jpg,artifacts/data/mc_unet/masks/4d036bc9-ce94-4da8-af1b-564b2846fbf8___GCREC_Bact.Sp 5789.png,artifacts/data/mc_unet/leaf_masks_heuristic/4d036bc9-ce94-4da8-af1b-564b2846fbf8___GCREC_Bact.Sp 5789.png,source_jpg,bacterial_spot,Tomato_Bacterial_spot,256,256,10174,65536,0.155242919921875,0.155242919921875,0,0,10174,5,ok,train
4d0a8955-1ad3-4181-9d08-4bedf2cdc4b6___GCREC_Bact.Sp 3657,4d0a8955-1ad3-4181-9d08-4bedf2cdc4b6,4d0a8955-1ad3-4181-9d08-4bedf2cdc4b6___GCREC_Bact.Sp 3657,artifacts/data/mc_unet/images/4d0a8955-1ad3-4181-9d08-4bedf2cdc4b6___GCREC_Bact.Sp 3657.jpg,artifacts/data/mc_unet/masks/4d0a8955-1ad3-4181-9d08-4bedf2cdc4b6___GCREC_Bact.Sp 3657.png,artifacts/data/mc_unet/leaf_masks_heuristic/4d0a8955-1ad3-4181-9d08-4bedf2cdc4b6___GCREC_Bact.Sp 3657.png,source_jpg,bacterial_spot,Tomato_Bacterial_spot,256,256,1286,65536,0.019622802734375,0.019622802734375,0,0,1286,5,ok,train
4d33be8c-151b-4d2b-960f-f15ef077d4cc___GCREC_Bact.Sp 3767,4d33be8c-151b-4d2b-960f-f15ef077d4cc,4d33be8c-151b-4d2b-960f-f15ef077d4cc___GCREC_Bact.Sp 3767,artifacts/data/mc_unet/images/4d33be8c-151b-4d2b-960f-f15ef077d4cc___GCREC_Bact.Sp 3767.jpg,artifacts/data/mc_unet/masks/4d33be8c-151b-4d2b-960f-f15ef077d4cc___GCREC_Bact.Sp 3767.png,artifacts/data/mc_unet/leaf_masks_heuristic/4d33be8c-151b-4d2b-960f-f15ef077d4cc___GCREC_Bact.Sp 3767.png,source_jpg,bacterial_spot,Tomato_Bacterial_spot,256,256,6445,65536,0.0983428955078125,0.0983428955078125,0,0,6445,6,ok,train
4d80e993-6d3e-4537-92ba-39834a88e50c___RS_Erly.B 7632,4d80e993-6d3e-4537-92ba-39834a88e50c,4d80e993-6d3e-4537-92ba-39834a88e50c___RS_Erly.B 7632,artifacts/data/mc_unet/images/4d80e993-6d3e-4537-92ba-39834a88e50c___RS_Erly.B 7632.jpg,artifacts/data/mc_unet/masks/4d80e993-6d3e-4537-92ba-39834a88e50c___RS_Erly.B 7632.png,artifacts/data/mc_unet/leaf_masks_heuristic/4d80e993-6d3e-4537-92ba-39834a88e50c___RS_Erly.B 7632.png,source_jpg,early_blight,Tomato_Early_blight,256,256,8203,65536,0.1251678466796875,0.1251678466796875,8203,0,0,2,ok,train
4d88d7a6-b49c-4927-81de-60b6b807c839___RS_Erly.B 7655,4d88d7a6-b49c-4927-81de-60b6b807c839,4d88d7a6-b49c-4927-81de-60b6b807c839___RS_Erly.B 7655,artifacts/data/mc_unet/images/4d88d7a6-b49c-4927-81de-60b6b807c839___RS_Erly.B 7655.jpg,artifacts/data/mc_unet/masks/4d88d7a6-b49c-4927-81de-60b6b807c839___RS_Erly.B 7655.png,artifacts/data/mc_unet/leaf_masks_heuristic/4d88d7a6-b49c-4927-81de-60b6b807c839___RS_Erly.B 7655.png,source_jpg,early_blight,Tomato_Early_blight,256,256,33217,65536,0.5068511962890625,0.5068511962890625,33217,0,0,1,ok,train
4d8cce21-a64f-4953-8c56-218f1611ed29___RS_Erly.B 7372,4d8cce21-a64f-4953-8c56-218f1611ed29,4d8cce21-a64f-4953-8c56-218f1611ed29___RS_Erly.B 7372,artifacts/data/mc_unet/images/4d8cce21-a64f-4953-8c56-218f1611ed29___RS_Erly.B 7372.jpg,artifacts/data/mc_unet/masks/4d8cce21-a64f-4953-8c56-218f1611ed29___RS_Erly.B 7372.png,artifacts/data/mc_unet/leaf_masks_heuristic/4d8cce21-a64f-4953-8c56-218f1611ed29___RS_Erly.B 7372.png,source_jpg,early_blight,Tomato_Early_blight,256,256,11309,65536,0.1725616455078125,0.1725616455078125,11309,0,0,9,ok,train
4d8ed094-fe5e-472d-9787-5a681be52463___UF.GRC_BS_Lab Leaf 8590,4d8ed094-fe5e-472d-9787-5a681be52463,4d8ed094-fe5e-472d-9787-5a681be52463___UF.GRC_BS_Lab Leaf 8590,artifacts/data/mc_unet/images/4d8ed094-fe5e-472d-9787-5a681be52463___UF.GRC_BS_Lab Leaf 8590.jpg,artifacts/data/mc_unet/masks/4d8ed094-fe5e-472d-9787-5a681be52463___UF.GRC_BS_Lab Leaf 8590.png,artifacts/data/mc_unet/leaf_masks_heuristic/4d8ed094-fe5e-472d-9787-5a681be52463___UF.GRC_BS_Lab Leaf 8590.png,source_jpg,bacterial_spot,Tomato_Bacterial_spot,256,256,3542,65536,0.054046630859375,0.054046630859375,0,0,3542,3,ok,val
4da52d81-c129-4638-9fb5-2b412130ed05___GCREC_Bact.Sp 3475,4da52d81-c129-4638-9fb5-2b412130ed05,4da52d81-c129-4638-9fb5-2b412130ed05___GCREC_Bact.Sp 3475,artifacts/data/mc_unet/images/4da52d81-c129-4638-9fb5-2b412130ed05___GCREC_Bact.Sp 3475.jpg,artifacts/data/mc_unet/masks/4da52d81-c129-4638-9fb5-2b412130ed05___GCREC_Bact.Sp 3475.png,artifacts/data/mc_unet/leaf_masks_heuristic/4da52d81-c129-4638-9fb5-2b412130ed05___GCREC_Bact.Sp 3475.png,source_jpg,bacterial_spot,Tomato_Bacterial_spot,256,256,2830,65536,0.043182373046875,0.043182373046875,0,0,2830,8,ok,train
4dcc0165-a3c5-4290-8262-16c63b677a7d___GCREC_Bact.Sp 3602,4dcc0165-a3c5-4290-8262-16c63b677a7d,4dcc0165-a3c5-4290-8262-16c63b677a7d___GCREC_Bact.Sp 3602,artifacts/data/mc_unet/images/4dcc0165-a3c5-4290-8262-16c63b677a7d___GCREC_Bact.Sp 3602.jpg,artifacts/data/mc_unet/masks/4dcc0165-a3c5-4290-8262-16c63b677a7d___GCREC_Bact.Sp 3602.png,artifacts/data/mc_unet/leaf_masks_heuristic/4dcc0165-a3c5-4290-8262-16c63b677a7d___GCREC_Bact.Sp 3602.png,source_jpg,bacterial_spot,Tomato_Bacterial_spot,256,256,2498,65536,0.038116455078125,0.038116455078125,0,0,2498,6,ok,test
4deeae7f-b339-4d5b-969c-b69ea27c1636___RS_Erly.B 7736,4deeae7f-b339-4d5b-969c-b69ea27c1636,4deeae7f-b339-4d5b-969c-b69ea27c1636___RS_Erly.B 7736,artifacts/data/mc_unet/images/4deeae7f-b339-4d5b-969c-b69ea27c1636___RS_Erly.B 7736.jpg,artifacts/data/mc_unet/masks/4deeae7f-b339-4d5b-969c-b69ea27c1636___RS_Erly.B 7736.png,artifacts/data/mc_unet/leaf_masks_heuristic/4deeae7f-b339-4d5b-969c-b69ea27c1636___RS_Erly.B 7736.png,source_jpg,early_blight,Tomato_Early_blight,256,256,1555,65536,0.0237274169921875,0.0237274169921875,1555,0,0,2,ok,test
4e24576f-00c2-494f-b47b-b2b3885b4749___RS_Erly.B 8279,4e24576f-00c2-494f-b47b-b2b3885b4749,4e24576f-00c2-494f-b47b-b2b3885b4749___RS_Erly.B 8279,artifacts/data/mc_unet/images/4e24576f-00c2-494f-b47b-b2b3885b4749___RS_Erly.B 8279.jpg,artifacts/data/mc_unet/masks/4e24576f-00c2-494f-b47b-b2b3885b4749___RS_Erly.B 8279.png,artifacts/data/mc_unet/leaf_masks_heuristic/4e24576f-00c2-494f-b47b-b2b3885b4749___RS_Erly.B 8279.png,source_jpg,early_blight,Tomato_Early_blight,256,256,22064,65536,0.336669921875,0.336669921875,22064,0,0,1,ok,train
4e3f49fc-2ff8-4d00-979d-3c15f4d90db8___RS_Erly.B 7708,4e3f49fc-2ff8-4d00-979d-3c15f4d90db8,4e3f49fc-2ff8-4d00-979d-3c15f4d90db8___RS_Erly.B 7708,artifacts/data/mc_unet/images/4e3f49fc-2ff8-4d00-979d-3c15f4d90db8___RS_Erly.B 7708.jpg,artifacts/data/mc_unet/masks/4e3f49fc-2ff8-4d00-979d-3c15f4d90db8___RS_Erly.B 7708.png,artifacts/data/mc_unet/leaf_masks_heuristic/4e3f49fc-2ff8-4d00-979d-3c15f4d90db8___RS_Erly.B 7708.png,source_jpg,early_blight,Tomato_Early_blight,256,256,417,65536,0.0063629150390625,0.0063629150390625,417,0,0,2,ok,train
4e5f8530-2696-433d-91ec-5f53488b1d18___RS_Erly.B 8299,4e5f8530-2696-433d-91ec-5f53488b1d18,4e5f8530-2696-433d-91ec-5f53488b1d18___RS_Erly.B 8299,artifacts/data/mc_unet/images/4e5f8530-2696-433d-91ec-5f53488b1d18___RS_Erly.B 8299.jpg,artifacts/data/mc_unet/masks/4e5f8530-2696-433d-91ec-5f53488b1d18___RS_Erly.B 8299.png,artifacts/data/mc_unet/leaf_masks_heuristic/4e5f8530-2696-433d-91ec-5f53488b1d18___RS_Erly.B 8299.png,source_jpg,early_blight,Tomato_Early_blight,256,256,9562,65536,0.145904541015625,0.145904541015625,9562,0,0,1,ok,val
4e726fa5-592c-4e69-a29e-4fc466d82597___GCREC_Bact.Sp 3377,4e726fa5-592c-4e69-a29e-4fc466d82597,4e726fa5-592c-4e69-a29e-4fc466d82597___GCREC_Bact.Sp 3377,artifacts/data/mc_unet/images/4e726fa5-592c-4e69-a29e-4fc466d82597___GCREC_Bact.Sp 3377.jpg,artifacts/data/mc_unet/masks/4e726fa5-592c-4e69-a29e-4fc466d82597___GCREC_Bact.Sp 3377.png,artifacts/data/mc_unet/leaf_masks_heuristic/4e726fa5-592c-4e69-a29e-4fc466d82597___GCREC_Bact.Sp 3377.png,source_jpg,bacterial_spot,Tomato_Bacterial_spot,256,256,5278,65536,0.080535888671875,0.080535888671875,0,0,5278,6,ok,train
4e8e92ba-46f4-4e49-850b-71019f6c8640___RS_Erly.B 6346,4e8e92ba-46f4-4e49-850b-71019f6c8640,4e8e92ba-46f4-4e49-850b-71019f6c8640___RS_Erly.B 6346,artifacts/data/mc_unet/images/4e8e92ba-46f4-4e49-850b-71019f6c8640___RS_Erly.B 6346.jpg,artifacts/data/mc_unet/masks/4e8e92ba-46f4-4e49-850b-71019f6c8640___RS_Erly.B 6346.png,artifacts/data/mc_unet/leaf_masks_heuristic/4e8e92ba-46f4-4e49-850b-71019f6c8640___RS_Erly.B 6346.png,source_jpg,early_blight,Tomato_Early_blight,256,256,23607,65536,0.3602142333984375,0.3602142333984375,23607,0,0,2,ok,val
4e906c0c-95cb-41fa-a05d-2981c7b3711a___GCREC_Bact.Sp 6205,4e906c0c-95cb-41fa-a05d-2981c7b3711a,4e906c0c-95cb-41fa-a05d-2981c7b3711a___GCREC_Bact.Sp 6205,artifacts/data/mc_unet/images/4e906c0c-95cb-41fa-a05d-2981c7b3711a___GCREC_Bact.Sp 6205.jpg,artifacts/data/mc_unet/masks/4e906c0c-95cb-41fa-a05d-2981c7b3711a___GCREC_Bact.Sp 6205.png,artifacts/data/mc_unet/leaf_masks_heuristic/4e906c0c-95cb-41fa-a05d-2981c7b3711a___GCREC_Bact.Sp 6205.png,source_jpg,bacterial_spot,Tomato_Bacterial_spot,256,256,2061,65536,0.0314483642578125,0.0314483642578125,0,0,2061,6,ok,train
4ec7e2e9-7fc3-46de-a42d-eec0cbcc990e___RS_Erly.B 7532,4ec7e2e9-7fc3-46de-a42d-eec0cbcc990e,4ec7e2e9-7fc3-46de-a42d-eec0cbcc990e___RS_Erly.B 7532,artifacts/data/mc_unet/images/4ec7e2e9-7fc3-46de-a42d-eec0cbcc990e___RS_Erly.B 7532.jpg,artifacts/data/mc_unet/masks/4ec7e2e9-7fc3-46de-a42d-eec0cbcc990e___RS_Erly.B 7532.png,artifacts/data/mc_unet/leaf_masks_heuristic/4ec7e2e9-7fc3-46de-a42d-eec0cbcc990e___RS_Erly.B 7532.png,source_jpg,early_blight,Tomato_Early_blight,256,256,3445,65536,0.0525665283203125,0.0525665283203125,3445,0,0,4,ok,train
4eccde8f-4b47-4e5e-b0aa-9eaa67b20126___RS_Erly.B 8417,4eccde8f-4b47-4e5e-b0aa-9eaa67b20126,4eccde8f-4b47-4e5e-b0aa-9eaa67b20126___RS_Erly.B 8417,artifacts/data/mc_unet/images/4eccde8f-4b47-4e5e-b0aa-9eaa67b20126___RS_Erly.B 8417.jpg,artifacts/data/mc_unet/masks/4eccde8f-4b47-4e5e-b0aa-9eaa67b20126___RS_Erly.B 8417.png,artifacts/data/mc_unet/leaf_masks_heuristic/4eccde8f-4b47-4e5e-b0aa-9eaa67b20126___RS_Erly.B 8417.png,source_jpg,early_blight,Tomato_Early_blight,256,256,4539,65536,0.0692596435546875,0.0692596435546875,4539,0,0,2,ok,train
4ee0ffd9-54fa-41d8-bbde-2a3e4fde35bb___UF.GRC_BS_Lab Leaf 9024,4ee0ffd9-54fa-41d8-bbde-2a3e4fde35bb,4ee0ffd9-54fa-41d8-bbde-2a3e4fde35bb___UF.GRC_BS_Lab Leaf 9024,artifacts/data/mc_unet/images/4ee0ffd9-54fa-41d8-bbde-2a3e4fde35bb___UF.GRC_BS_Lab Leaf 9024.jpg,artifacts/data/mc_unet/masks/4ee0ffd9-54fa-41d8-bbde-2a3e4fde35bb___UF.GRC_BS_Lab Leaf 9024.png,artifacts/data/mc_unet/leaf_masks_heuristic/4ee0ffd9-54fa-41d8-bbde-2a3e4fde35bb___UF.GRC_BS_Lab Leaf 9024.png,source_jpg,bacterial_spot,Tomato_Bacterial_spot,256,256,3887,65536,0.0593109130859375,0.0593109130859375,0,0,3887,7,ok,train
4ee9cff7-9693-4d51-821b-da31e5df240c___RS_Erly.B 7427,4ee9cff7-9693-4d51-821b-da31e5df240c,4ee9cff7-9693-4d51-821b-da31e5df240c___RS_Erly.B 7427,artifacts/data/mc_unet/images/4ee9cff7-9693-4d51-821b-da31e5df240c___RS_Erly.B 7427.jpg,artifacts/data/mc_unet/masks/4ee9cff7-9693-4d51-821b-da31e5df240c___RS_Erly.B 7427.png,artifacts/data/mc_unet/leaf_masks_heuristic/4ee9cff7-9693-4d51-821b-da31e5df240c___RS_Erly.B 7427.png,source_jpg,early_blight,Tomato_Early_blight,256,256,11882,65536,0.181304931640625,0.181304931640625,11882,0,0,3,ok,val
4ef7faee-a40b-4f02-9ecb-d660ed0fd708___GCREC_Bact.Sp 6322,4ef7faee-a40b-4f02-9ecb-d660ed0fd708,4ef7faee-a40b-4f02-9ecb-d660ed0fd708___GCREC_Bact.Sp 6322,artifacts/data/mc_unet/images/4ef7faee-a40b-4f02-9ecb-d660ed0fd708___GCREC_Bact.Sp 6322.jpg,artifacts/data/mc_unet/masks/4ef7faee-a40b-4f02-9ecb-d660ed0fd708___GCREC_Bact.Sp 6322.png,artifacts/data/mc_unet/leaf_masks_heuristic/4ef7faee-a40b-4f02-9ecb-d660ed0fd708___GCREC_Bact.Sp 6322.png,source_jpg,bacterial_spot,Tomato_Bacterial_spot,256,256,466,65536,0.007110595703125,0.007110595703125,0,0,466,2,ok,train
4f06a857-13bc-44c1-87fb-c3ccdaeeaacb___GCREC_Bact.Sp 5965,4f06a857-13bc-44c1-87fb-c3ccdaeeaacb,4f06a857-13bc-44c1-87fb-c3ccdaeeaacb___GCREC_Bact.Sp 5965,artifacts/data/mc_unet/images/4f06a857-13bc-44c1-87fb-c3ccdaeeaacb___GCREC_Bact.Sp 5965.jpg,artifacts/data/mc_unet/masks/4f06a857-13bc-44c1-87fb-c3ccdaeeaacb___GCREC_Bact.Sp 5965.png,artifacts/data/mc_unet/leaf_masks_heuristic/4f06a857-13bc-44c1-87fb-c3ccdaeeaacb___GCREC_Bact.Sp 5965.png,source_jpg,bacterial_spot,Tomato_Bacterial_spot,256,256,5055,65536,0.0771331787109375,0.0771331787109375,0,0,5055,8,ok,train
4f076bc3-b4df-49de-9b92-2aed4e561d2f___GCREC_Bact.Sp 6138,4f076bc3-b4df-49de-9b92-2aed4e561d2f,4f076bc3-b4df-49de-9b92-2aed4e561d2f___GCREC_Bact.Sp 6138,artifacts/data/mc_unet/images/4f076bc3-b4df-49de-9b92-2aed4e561d2f___GCREC_Bact.Sp 6138.jpg,artifacts/data/mc_unet/masks/4f076bc3-b4df-49de-9b92-2aed4e561d2f___GCREC_Bact.Sp 6138.png,artifacts/data/mc_unet/leaf_masks_heuristic/4f076bc3-b4df-49de-9b92-2aed4e561d2f___GCREC_Bact.Sp 6138.png,source_jpg,bacterial_spot,Tomato_Bacterial_spot,256,256,2007,65536,0.0306243896484375,0.0306243896484375,0,0,2007,6,ok,val
4f107108-ac41-4921-b933-4e041604de61___GCREC_Bact.Sp 5579,4f107108-ac41-4921-b933-4e041604de61,4f107108-ac41-4921-b933-4e041604de61___GCREC_Bact.Sp 5579,artifacts/data/mc_unet/images/4f107108-ac41-4921-b933-4e041604de61___GCREC_Bact.Sp 5579.jpg,artifacts/data/mc_unet/masks/4f107108-ac41-4921-b933-4e041604de61___GCREC_Bact.Sp 5579.png,artifacts/data/mc_unet/leaf_masks_heuristic/4f107108-ac41-4921-b933-4e041604de61___GCREC_Bact.Sp 5579.png,source_jpg,bacterial_spot,Tomato_Bacterial_spot,256,256,808,65536,0.0123291015625,0.0123291015625,0,0,808,1,ok,train
4f4ef45f-80b4-4fde-b052-f932d2b5a9f3___RS_Erly.B 9410,4f4ef45f-80b4-4fde-b052-f932d2b5a9f3,4f4ef45f-80b4-4fde-b052-f932d2b5a9f3___RS_Erly.B 9410,artifacts/data/mc_unet/images/4f4ef45f-80b4-4fde-b052-f932d2b5a9f3___RS_Erly.B 9410.jpg,artifacts/data/mc_unet/masks/4f4ef45f-80b4-4fde-b052-f932d2b5a9f3___RS_Erly.B 9410.png,artifacts/data/mc_unet/leaf_masks_heuristic/4f4ef45f-80b4-4fde-b052-f932d2b5a9f3___RS_Erly.B 9410.png,source_jpg,early_blight,Tomato_Early_blight,256,256,24467,65536,0.3733367919921875,0.3733367919921875,24467,0,0,1,ok,val
